"Project Name","AUDIT  - https://fozzysfranklin.net/",
"Total Groups","16",

Group,Title,URL,DESC,H1,
"1. HOMEPAGE Fozzy's Bar &amp; Grill Franklin, TN","Fozzy's Bar &amp; Grill Franklin, TN","/","The Night Out That Turns Into a Tradition ... Perfect for a night out with friends who want food that hits, drinks that flow, and service that feels like family. Read more","Fozzy's Bar &amp; Grill Franklin, TN",
"buffets in franklin tn",="390",="0.05",="",="",
"cool springs lunch",="390",="0.35",="",="",
"franklin tn buffet",="390",="0.05",="",="",
"garcia's cool springs",="390",="0.00",="",="",
"grays on main franklin tn",="390",="0.00",="",="",
"grill bar franklin",="390",="0.00",="",="",
"honeysuckle franklin tn",="390",="0.00",="",="",
"lunch in cool springs",="390",="1.27",="",="",
"pub franklin",="390",="0.49",="",="",
"pub in franklin",="390",="0.49",="",="",
"breakfast cool springs",="320",="0.55",="",="",
"cool springs breakfast",="320",="0.55",="",="",
"food near franklin tn",="320",="1.55",="",="",
"fozzie's menu",="320",="0.39",="",="",
"gray's franklin",="320",="0.00",="",="",
"gray's franklin tn",="320",="0.00",="",="",
"grays franklin tn",="320",="0.00",="",="",
"grays in franklin",="320",="0.00",="",="",
"healthy food in franklin tn",="320",="1.20",="",="",
"irish pub in franklin tn",="320",="0.57",="",="",
"irish pubs in franklin tn",="320",="0.57",="",="",
"ozzy grill",="320",="0.51",="",="",
"ozzy's grill",="320",="0.51",="",="",
"tin roof in franklin tn",="320",="0.00",="",="",
"brunch in cool springs",="260",="0.83",="",="",
"buzzy menu",="260",="0.00",="",="",
"cheap bar and grill near me",="260",="0.64",="",="",
"cool springs brunch",="260",="0.83",="",="",
"dizzy's bar and grill",="260",="0.00",="",="",
"hot chicken franklin tn",="260",="0.23",="",="",
"hot chicken in franklin tn",="260",="0.23",="",="",
"mugzy's grill",="260",="0.00",="",="",
"public house franklin tn",="260",="0.00",="",="",
"truce franklin tn",="260",="0.56",="",="",
"casual restaurants in franklin tn",="210",="0.75",="",="",
"cool springs fast food",="210",="1.74",="",="",
"fast food in cool springs",="210",="1.74",="",="",
"fitzy restaurant",="210",="0.00",="",="",
"fitzy's restaurant",="210",="0.00",="",="",
"five guys franklin tn",="210",="0.51",="",="",
"franklin social franklin tn",="210",="0.00",="",="",
"pizza cool springs",="210",="1.10",="",="",
"pizza in cool springs",="210",="1.10",="",="",
"public house franklin",="210",="0.00",="",="",
"restaurants with outdoor seating franklin tn",="210",="0.00",="",="",
"bar and grills open late near me",="170",="0.61",="",="",
"best bars franklin tn",="170",="0.94",="",="",
"best bars in franklin tn",="170",="0.94",="",="",
"cool springs restaurants lunch",="170",="0.53",="",="",
"family friendly restaurants franklin tn",="170",="0.62",="",="",
"fitzy menu",="170",="0.05",="",="",
"fitzy's menu",="170",="0.05",="",="",
"foxy pub",="170",="0.00",="",="",
"fozzie's bbq",="170",="0.00",="",="",
"hot dog franklin tn",="170",="0.16",="",="",
"hot dogs franklin tn",="170",="0.16",="",="",
"lunch cool springs tn",="170",="0.44",="",="",
"lunch in cool springs tn",="170",="0.44",="",="",
"restaurants in franklin tn near cool springs",="170",="0.80",="",="",
"restaurants near cool springs franklin tn",="170",="0.80",="",="",
"restaurants near cool springs tn",="170",="0.51",="",="",
"wings franklin tn",="170",="1.30",="",="",
"wings in franklin tn",="170",="1.30",="",="",
"american restaurant in franklin tn",="140",="0.00",="",="",
"beer franklin tn",="140",="0.31",="",="",
"blow dry bar franklin tn",="140",="2.68",="",="",
"bonefish grill cool springs",="140",="0.27",="",="",
"brazilian steakhouse franklin tn",="140",="0.11",="",="",
"foxy's austin",="140",="0.00",="",="",
"franklin sports bar",="140",="0.33",="",="",
"franklin sports bars",="140",="0.33",="",="",
"greys in franklin tn",="140",="0.00",="",="",
"new cool springs restaurants",="140",="0.22",="",="",
"new restaurant in cool springs tn",="140",="0.22",="",="",
"new restaurants cool springs tn",="140",="0.22",="",="",
"new restaurants in cool springs",="140",="0.22",="",="",
"ozys bar and grill",="140",="0.00",="",="",
"pizza cool springs tn",="140",="3.36",="",="",
"places to eat near cool springs galleria",="140",="0.35",="",="",
"places to eat near cool springs mall",="140",="0.35",="",="",
"quinns franklin",="140",="0.00",="",="",
"sunday brunch franklin tn",="140",="1.24",="",="",
"tupelo honey cool springs",="140",="0.49",="",="",
"best happy hour franklin tn",="110",="0.94",="",="",
"brunch cool springs tn",="110",="1.87",="",="",
"brunch in cool springs tn",="110",="1.87",="",="",
"buzzy bar",="110",="0.00",="",="",
"chicken franklin tn",="110",="0.43",="",="",
"cool springs brewery franklin tn",="110",="0.00",="",="",
"downtown franklin bars",="110",="0.00",="",="",
"fast food restaurants franklin tn",="110",="0.52",="",="",
"fast food restaurants in franklin tn",="110",="0.52",="",="",
"food near cool springs",="110",="0.43",="",="",
"fozzy's bar &amp; grill franklin reviews",="110",="0.00",="",="",
"fozzy's franklin tn",="110",="0.44",="",="",
"franklin new restaurants",="110",="0.63",="",="",
"franklin tn fast food",="110",="0.21",="",="",
"new franklin restaurants",="110",="0.63",="",="",
"o be joyful franklin tn",="110",="0.00",="",="",
"ozzie bar",="110",="0.73",="",="",
"ozzy's hours",="110",="0.30",="",="",
"pub franklin tn",="110",="0.74",="",="",
"pub in franklin tn",="110",="0.74",="",="",
"pubs in franklin tn",="110",="0.74",="",="",
"rooftop bar franklin tn",="110",="0.76",="",="",
"tony's franklin tn",="110",="0.00",="",="",
"tonys franklin tn",="110",="0.00",="",="",
"bars downtown franklin tn",="90",="0.93",="",="",
"cool springs happy hour",="90",="0.50",="",="",
"cool springs sports bar",="90",="0.00",="",="",
"dolans franklin tn",="90",="0.00",="",="",
"fozzy's bar &amp; grill franklin photos",="90",="0.90",="",="",
"fozzy's bar &amp; grill spring hill reviews",="90",="0.00",="",="",
"franklin restaurants open now",="90",="0.32",="",="",
"franklin tennessee food",="90",="0.38",="",="",
"franklin tn restaurants with live music",="90",="0.94",="",="",
"fried chicken franklin tn",="90",="0.43",="",="",
"fuzzy's place",="90",="0.00",="",="",
"happy hour cool springs",="90",="0.50",="",="",
"happy hour cool springs tn",="90",="0.50",="",="",
"karaoke franklin tn",="90",="0.86",="",="",
"karaoke in franklin tn",="90",="0.86",="",="",
"nightlife franklin tn",="90",="1.00",="",="",
"nightlife in franklin tn",="90",="1.00",="",="",
"outdoor dining franklin tn",="90",="0.52",="",="",
"outdoor dining in franklin tn",="90",="0.52",="",="",
"party fowl cool springs",="90",="0.00",="",="",
"quinns franklin tn",="90",="0.00",="",="",
"restaurants franklin tn open now",="90",="0.00",="",="",
"restaurants in franklin tn with live music",="90",="0.94",="",="",
"restaurants in franklin tn with private rooms",="90",="1.39",="",="",
"restaurants with live music franklin tn",="90",="0.94",="",="",
"salads franklin tn",="90",="0.80",="",="",
"sports bar cool springs",="90",="0.00",="",="",
"sports bars cool springs",="90",="0.00",="",="",
"sports bars in cool springs",="90",="0.00",="",="",
"bar and grill franklin tn",="70",="0.53",="",="",
"bars downtown franklin",="70",="0.00",="",="",
"bars in downtown franklin",="70",="0.00",="",="",
"bars in franklin tennessee",="70",="0.00",="",="",
"best lunch cool springs tn",="70",="0.64",="",="",
"best lunch in cool springs tn",="70",="0.64",="",="",
"best sports bar franklin tn",="70",="0.48",="",="",
"best sports bars in franklin tn",="70",="0.48",="",="",
"best wings in franklin tn",="70",="0.52",="",="",
"boozies menu",="70",="0.00",="",="",
"circa franklin tn",="70",="0.00",="",="",
"cool springs franklin restaurants",="70",="1.36",="",="",
"cool springs lunch spots",="70",="0.00",="",="",
"cool springs restaurants franklin tn",="70",="1.36",="",="",
"dine in restaurants franklin tn",="70",="0.34",="",="",
"family restaurants franklin tn",="70",="0.64",="",="",
"franklin tn restaurants open now",="70",="0.26",="",="",
"fun places to eat in franklin tn",="70",="0.86",="",="",
"highway 96 restaurants",="70",="0.00",="",="",
"night clubs in franklin tn",="70",="0.00",="",="",
"oh be joyful franklin",="70",="0.00",="",="",
"ozzie's bar and grill",="70",="0.00",="",="",
"ozzy bar and grill",="70",="0.00",="",="",
"places to eat in cool springs franklin tn",="70",="0.00",="",="",
"restaurants 37067",="70",="0.20",="",="",
"restaurants in 37067",="70",="0.20",="",="",
"steakhouse cool springs tn",="70",="0.00",="",="",
"bars cool springs tn",="50",="0.00",="",="",
"bars in cool springs tn",="50",="0.00",="",="",
"bars in downtown franklin tn",="50",="0.00",="",="",
"best happy hour in franklin tn",="50",="2.08",="",="",
"best happy hours in franklin tn",="50",="2.08",="",="",
"best wings franklin tn",="50",="0.76",="",="",
"burger places in franklin tn",="50",="0.57",="",="",
"chicken restaurants franklin tn",="50",="0.00",="",="",
"chicken restaurants in franklin tn",="50",="0.00",="",="",
"chicken wings franklin tn",="50",="1.91",="",="",
"cool springs cafe",="50",="0.00",="",="",
"fast food cool springs tn",="50",="0.00",="",="",
"fast food near me franklin tn",="50",="0.60",="",="",
"fish and chips franklin tn",="50",="0.43",="",="",
"fozzie's smokin bar bq photos",="50",="0.00",="",="",
"ground burger franklin",="50",="0.00",="",="",
"ground restaurant franklin",="50",="0.00",="",="",
"hop house franklin",="50",="0.00",="",="",
"late night food franklin tn",="50",="1.03",="",="",
"o be joyful franklin",="50",="0.00",="",="",
"party fowl franklin tn",="50",="0.00",="",="",
"restaurants near me cool springs",="50",="0.35",="",="",
"rooftop restaurants franklin tn",="50",="0.00",="",="",
"soul food franklin tn",="50",="0.50",="",="",
"tony's eat and drink franklin tn",="50",="0.00",="",="",
"vippoints net",="50",="0.00",="",="",
"wine bar cool springs",="50",="0.00",="",="",
"1914 galleria blvd franklin tn",="40",="0.00",="",="",
"best places to eat in cool springs tn",="40",="0.50",="",="",
"burger restaurants franklin tn",="40",="0.45",="",="",
"casual dining franklin tn",="40",="0.23",="",="",
"catfish franklin tn",="40",="0.56",="",="",
"cocktail bar franklin tn",="40",="0.00",="",="",
"cool springs restaurants open now",="40",="0.00",="",="",
"food cool springs franklin tn",="40",="0.00",="",="",
"fozzie restaurant",="40",="0.00",="",="",
"fozzy's bar and grill franklin tn",="40",="0.85",="",="",
"grays restaurant franklin tn",="40",="0.00",="",="",
"happy hour gatlinburg",="40",="0.00",="",="",
"honeysuckle cool springs",="40",="0.00",="",="",
"izzy's franklin",="40",="0.00",="",="",
"lunch specials franklin tn",="40",="2.10",="",="",
"outdoor seating franklin tn",="40",="0.73",="",="",
"shoney's franklin tn",="40",="0.00",="",="",
"southern restaurants franklin tn",="40",="0.00",="",="",
"tin roof cool springs",="40",="0.00",="",="",
"bbq cool springs",="30",="0.00",="",="",
"bbq cool springs tn",="30",="0.00",="",="",
"corner pub cool springs",="30",="0.00",="",="",
"family restaurants in franklin tn",="30",="0.87",="",="",
"food near cool springs tn",="30",="0.00",="",="",
"for the win franklin",="30",="0.00",="",="",
"fozzie's hours",="30",="0.00",="",="",
"fozzies hours",="30",="0.00",="",="",
"fozzys franklin tn opening date",="30",="0.00",="",="",
"new restaurants in franklin tennessee",="30",="0.48",="",="",
"nice restaurants in cool springs",="30",="0.12",="",="",
"oh be joyful franklin tn",="30",="0.00",="",="",
"pizza in cool springs franklin tn",="30",="1.32",="",="",
"restaurants in williamson county tn",="30",="0.00",="",="",
"restaurants open franklin tn",="30",="0.53",="",="",
"restaurants open in franklin tn",="30",="0.00",="",="",
"saturday brunch franklin tn",="30",="0.70",="",="",
"southern food restaurants in franklin tn",="30",="0.00",="",="",
"sports bar cool springs tn",="30",="0.00",="",="",
"sports bars cool springs tn",="30",="0.00",="",="",
"sports bars in cool springs tn",="30",="0.00",="",="",
"the wine bar franklin tn",="30",="0.00",="",="",
"williamson county tn restaurants",="30",="0.00",="",="",
"food in cool springs franklin tn",="20",="0.23",="",="",
"franklin tn hot chicken",="20",="0.00",="",="",
"ozzie's sports bar and grill",="20",="0.00",="",="",
"restaurants in franklin cool springs",="20",="0.00",="",="",
"breakfast in cool springs franklin tn",="10",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Main Menu – Fozzy's Bar &amp; Grill Franklin, TN","Main Menu – Fozzy's Bar &amp; Grill Franklin, TN","/main-menu/","Main Menu &amp; Kid Menu · Why Order Pick Up Or Delivery Online? · You Can Choose What Time You Want To Pick Up And You Can Create An Account That Keeps All Orders &amp; ... Read more","Main Menu – Fozzy's Bar &amp; Grill Franklin, TN",
Keyword,Volume,CPC,inTITLE,inURL,"12",
"fozzy bar and grill",="1600",="1.68",="",="",
"fast food franklin tn",="1300",="0.42",="",="",
"fozzy's carol stream",="480",="0.00",="",="",
"grays franklin",="320",="0.00",="",="",
"fozzy bar",="260",="2.02",="",="",
"cozzies menu",="210",="0.00",="",="",
"fast food cool springs",="210",="1.74",="",="",
"fozzy's bar &amp; grill franklin menu",="140",="0.66",="",="",
"fozzy's bar &amp; grill",="90",="0.13",="",="",
"fonzies bar",="70",="0.00",="",="",
"fozzies bar",="70",="1.25",="",="",
"fozzie's restaurant",="40",="0.00",="",="",

Group,Title,URL,DESC,H1,
"New Location – Fozzy's Bar &amp; Grill Franklin, TN","New Location – Fozzy's Bar &amp; Grill Franklin, TN","/new-location/","Open To The Public! The Food Our Customers Love at Fozzy's. Images from Fozzy's Location In Spring Hill, TN. Where We're Located! Check Out Fozzy's Google ... Read more","New Location – Fozzy's Bar &amp; Grill Franklin, TN",
Keyword,Volume,CPC,inTITLE,inURL,"8",
"fozzy's bar &amp; grill spring hill",="1600",="0.51",="",="",
"fozzy spring hill",="720",="0.50",="",="",
"fozzys spring hill",="720",="0.50",="",="",
"fozzy spring hill tn",="170",="0.24",="",="",
"fozzy's bar &amp; grill spring hill photos",="90",="0.00",="",="",
"fozzys loves park",="90",="1.52",="",="",
"fozzy's bar and grill carol stream photos",="40",="0.00",="",="",
"fozzys photos",="40",="0.27",="",="",

Group,Title,URL,DESC,H1,
"Daily Specials - Happy Hour","Daily Specials - Happy Hour","/daily-specials/","Happy Hour · Mon - Fri 2pm - 7pm · 1/2 Price Beer (Draft, Bottle &amp; Craft) · 16oz Double Mix Drinks For Single Price · $7 16oz Foz 30's $7 House Wines (6oz) $8 ... Read more","Daily Specials - Happy Hour",
Keyword,Volume,CPC,inTITLE,inURL,"6",
"fozzy's bar and grill",="1600",="1.68",="",="",
"fozzys bar and grill",="1600",="1.68",="",="",
"franklin specials",="1300",="9.59",="",="",
"fozzy's menu",="390",="0.46",="",="",
"fozzys bar",="260",="2.02",="",="",
"fozzys spring hill menu",="260",="0.21",="",="",

Group,Title,URL,DESC,H1,
"Contact Us – Fozzy's Bar &amp; Grill Franklin, TN","Contact Us – Fozzy's Bar &amp; Grill Franklin, TN","/contact-us/","Contact Us · 600A Frazier Dr. STE 135. Franklin, TN 37064 · Hours: Sun-Mon 11am to 12am · Tues-Thurs 11am-1am · Fri &amp; Sat 11am-2am. · 615-224-8561 · Click Here ... Read more","Contact Us – Fozzy's Bar &amp; Grill Franklin, TN",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"fozzy's bar",="260",="2.02",="",="",

Group,Title,URL,DESC,H1,
"Live Music With Entertainment Band","Live Music With Entertainment Band","/events/live-music-with-entertainment-band/","Discover the excitement of The Entertainment Band – Live Band Karaoke, the ultimate karaoke experience that has captivated audiences at corporate events, ... Read more","Live Music With Entertainment Band",
Keyword,Volume,CPC,inTITLE,inURL,"3",
"live music franklin tn tonight",="260",="0.93",="",="",
"live music in franklin tn tonight",="260",="0.93",="",="",
"live music tonight franklin tn",="260",="0.93",="",="",

Group,Title,URL,DESC,H1,
"Featured Menu – Fozzy's Bar &amp; Grill ...","Featured Menu – Fozzy's Bar &amp; Grill ...","/featured-menu/","We're always about providing a great value. Check out our daily specials to see which fits your taste buds! View our daily special offers. Read more","Featured Menu – Fozzy's Bar &amp; Grill ...",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"fozzy's bar and grill carol stream",="170",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Fish Menu – Fozzy's Bar &amp; Grill Franklin, TN","Fish Menu – Fozzy's Bar &amp; Grill Franklin, TN","/fish-menu/","We're always about providing a great value. Check out our daily specials to see which fits your taste buds! View our daily special offers. Read more","Fish Menu – Fozzy's Bar &amp; Grill Franklin, TN",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"fozzy's bar and grill carol stream menu",="170",="0.00",="",="",

Group,Title,URL,DESC,H1,
"New Years Eve Bash Dj Clovis","New Years Eve Bash Dj Clovis","/events/new-years-eve-bash-dj-clovis/","DJ Clovis — Franklin's own — is taking over Fozzy's from 9pm–1am, and this guy knows how to keep a room moving. He's fun, he's interactive, he takes requests, ... Read more","New Years Eve Bash Dj Clovis",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"franklin tennessee new year's eve",="110",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Karaoke Night With Dj Joe","Karaoke Night With Dj Joe","/events/karaoke-night-with-dj-joe/","Every Thursday from 8pm, we're throwing down karaoke vibes at Fozzy's. Belt it out, laugh it off, or just enjoy the show. Read more","Karaoke Night With Dj Joe",
Keyword,Volume,CPC,inTITLE,inURL,"2",
"karaoke franklin",="90",="0.86",="",="",
"joe's karaoke",="40",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Private Events – Fozzy's Bar &amp; Grill Franklin, TN","Private Events – Fozzy's Bar &amp; Grill Franklin, TN","/private-events/","Private Events. Reserve Our Private Room. Party Room. Features. Holds Up To 40 ... “We've hosted our Costco holiday party at Fozzy's Franklin multiple times, and ... Read more","Private Events – Fozzy's Bar &amp; Grill Franklin, TN",
Keyword,Volume,CPC,inTITLE,inURL,"3",
"restaurants with private rooms franklin tn",="90",="1.39",="",="",
"fozzy's bar &amp; grill spring hill upcoming events",="30",="0.04",="",="",
"party venues in franklin tn",="30",="2.81",="",="",

Group,Title,URL,DESC,H1,
"Live Music With Escape","Live Music With Escape","/events/live-music-with-escape-2/","This versatile 5-piece band based out of Chapel Hill will take you on a musical journey that will keep you engaged and pleasantly surprised. Read more","Live Music With Escape",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"escape band tn",="70",="0.00",="",="",

Group,Title,URL,DESC,H1,
"General Knowledge Trivia","General Knowledge Trivia","/events/general-knowledge-trivia-2/","Hey There Trivia Nerds!. Listen up! On Oct 7th at 6 PM, we're throwing down a trivia night at Fozzy's that you won't want to miss. Read more","General Knowledge Trivia",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"trivia franklin tn",="70",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Live Music With Backlit","Live Music With Backlit","/events/live-music-with-backlit/","Live Music With Backlit. BACKLIT is a Middle, Tennessee based cover band that started in 2009 with the sole purpose of doing what the collective members, Jason, ... Read more","Live Music With Backlit",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"live music near franklin tn",="30",="0.46",="",="",

Group,Title,URL,DESC,H1,
"Promotional Events","Promotional Events","/promotional-events/","... Trivia Night. 25March. 7:00 pm - 9:00 pm. Spring Break Throwback Music Bingo. 26 ... Night With Dj Joe. 27March. 8:00 pm - 11:00 pm. Live Music With Black ... Read more","Promotional Events",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"trivia night franklin tn",="30",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Horror Movies Themed Trivia","Horror Movies Themed Trivia","/events/horror-movies-themed-trivia/","Attention Horror Movie Buffs!. Get ready for a spine-tingling night of trivia at Fozzy's on October 28th at 6pm! This isn't just any trivia night—it's ... Read more","Horror Movies Themed Trivia",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"horror movie trivia near me",="20",="0.00",="",="",
