"Project Name","AUDIT  - https://fozzysspringhill.net/",
"Total Groups","18",

Group,Title,URL,DESC,H1,
"spring hill places to eat",="90",="0.10",="",="",
"suzy's bar and grill",="90",="0.00",="",="",
"when is fuzzy's happy hour",="90",="0.00",="",="",
"best food in spring hill tn",="70",="0.00",="",="",
"best sports bar franklin tn",="70",="0.48",="",="",
"burgers spring hill tn",="70",="0.10",="",="",
"circa spring hill tn",="70",="0.00",="",="",
"froggy and jeffro's spring hill tn",="70",="0.00",="",="",
"gary's place spring hill",="70",="0.00",="",="",
"live music spring hill fl",="70",="0.00",="",="",
"restaurants spring hill tn open now",="70",="0.00",="",="",
"sports bars in spring hill fl",="70",="0.00",="",="",
"spring hill lunch",="70",="1.72",="",="",
"spring hill restaurants open now",="70",="0.00",="",="",
"bars in cool springs tn",="50",="0.00",="",="",
"best food spring hill tn",="50",="0.00",="",="",
"best happy hour in franklin tn",="50",="2.08",="",="",
"best places to eat in spring hill tn",="50",="0.00",="",="",
"brunch in spring hill tn",="50",="0.14",="",="",
"fizzies restaurant",="50",="0.00",="",="",
"froggy's spring hill",="50",="0.00",="",="",
"o be joyful franklin",="50",="0.00",="",="",
"ozzies restaurant bar",="50",="0.02",="",="",
"pizza places in spring hill tn",="50",="1.03",="",="",
"restaurants near me spring hill tn",="50",="0.50",="",="",
"breakfast places in spring hill tn",="40",="0.01",="",="",
"clubs in spring hill fl",="40",="0.09",="",="",
"cozzies tavern and grill",="40",="0.00",="",="",
"foxy's happy hour menu",="40",="0.00",="",="",
"fozzie's restaurant",="40",="0.00",="",="",
"frizzy bar",="40",="0.00",="",="",
"gary's place spring hill tn",="40",="0.00",="",="",
"gary's spring hill",="40",="0.00",="",="",
"healthy food spring hill tn",="40",="0.12",="",="",
"live music spring hill tn",="40",="0.00",="",="",
"restaurants near spring city tn",="40",="0.07",="",="",
"shotskis bar and grill",="40",="0.00",="",="",
"sports bar spring hill tn",="40",="0.41",="",="",
"sports bars spring hill tn",="40",="0.41",="",="",
"spring hill tn breakfast",="40",="3.49",="",="",
"wings spring hill tn",="40",="1.63",="",="",
"best restaurant in spring hill tn",="30",="0.03",="",="",
"birdsong social spring hill",="30",="0.98",="",="",
"fozzies hours",="30",="0.00",="",="",
"fuzzy's happy hour menu with prices",="30",="0.00",="",="",
"gyros spring hill tn",="30",="0.00",="",="",
"irish pub spring hill fl",="30",="0.00",="",="",
"lunch in spring hill",="30",="0.00",="",="",
"nolensville bars",="30",="0.00",="",="",
"pizza near spring hill tn",="30",="1.01",="",="",
"restaurants near me spring hill",="30",="0.00",="",="",
"reunion spring hill tn",="30",="0.00",="",="",
"shotzy's bar and grill",="30",="0.00",="",="",
"smoothie spring hill tn",="30",="0.68",="",="",
"soul food spring hill tn",="30",="1.40",="",="",
"spring hill bar and grill",="30",="0.37",="",="",
"spring hill sports bar",="30",="0.00",="",="",
"sunday night dinner spring hill tn",="30",="0.00",="",="",
"susie's grill spring hill",="30",="0.00",="",="",
"top spring hill tn",="30",="0.00",="",="",
"wine bar spring hill tn",="30",="0.00",="",="",
"fuzzy's main street",="20",="0.00",="",="",
"mockingbird restaurant spring hill",="20",="0.00",="",="",
"mockingbird restaurant spring hill tn",="20",="0.00",="",="",
"restaurants 37174",="20",="0.00",="",="",
"spring hill crossings restaurants",="20",="0.00",="",="",
"springhill places to eat",="20",="0.00",="",="",
"things to do in spring hill tn this weekend",="20",="0.09",="",="",
"new restaurant in spring hill tn",="10",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Main Menu – Fozzy's Bar &amp; Restaurant, ...","Main Menu – Fozzy's Bar &amp; Restaurant, ...","/main-menu/","Check out our daily specials to see which fits your taste buds! View our daily special offers. Fozzy's Bar &amp; Grill | Privacy Policy | Terms of Service. Read more","Main Menu – Fozzy's Bar &amp; Restaurant, ...",
Keyword,Volume,CPC,inTITLE,inURL,"17",
"fozzy's bar &amp; grill franklin",="2900",="0.61",="",="",
"fozzys bar and grill",="1600",="1.68",="",="",
"fozzy's franklin",="880",="0.29",="",="",
"food in spring hill tn",="720",="1.44",="",="",
"foxy's menu",="720",="0.01",="",="",
"foxy's bar and grill",="590",="0.16",="",="",
"fuzzy's lounge menu",="390",="0.00",="",="",
"buzzy menu",="260",="0.00",="",="",
"fozzys spring hill menu",="260",="0.21",="",="",
"foxys bar and grill",="210",="0.02",="",="",
"fuzzy's bbq menu",="210",="0.00",="",="",
"fuzzys southside menu",="140",="0.00",="",="",
"new restaurants in spring hill tn",="140",="0.00",="",="",
"food near spring hill tn",="110",="0.45",="",="",
"fozzy's franklin tn",="110",="0.44",="",="",
"fozzy's bar and grill franklin tn",="40",="0.85",="",="",
"fozzys franklin tn opening date",="30",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Contact – Fozzy's Bar &amp; Restaurant, Spring Hill","Contact – Fozzy's Bar &amp; Restaurant, Spring Hill","/contact/","150 Stephen P Yokich Pkwy Suite B, Spring Hill, TN 37174 · Hours: Mon-Sun 11am to 2am · 931-208-4903 · Click Here for Directions ... Read more","Contact – Fozzy's Bar &amp; Restaurant, Spring Hill",
Keyword,Volume,CPC,inTITLE,inURL,"3",
"fozzy's bar &amp; grill loves park il",="1600",="0.76",="",="",
"fozzy's bar &amp; grill franklin photos",="90",="0.90",="",="",
"fozzie restaurant",="40",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Singo Bingo","Singo Bingo","/events/singo-bingo/","It's music bingo and NO you're not required to sing to win the nightly prizes or the $1,200 valued vacation package..This is every Thursday from 8-10pm! Read more","Singo Bingo",
Keyword,Volume,CPC,inTITLE,inURL,"4",
"singo bingo near me",="720",="0.00",="",="",
"bingo in spring hill fl",="90",="0.00",="",="",
"bingo spring hill fl",="90",="0.00",="",="",
"boogie bingo",="50",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Events - Fozzy's Bar &amp; Restaurant, Spring Hill","Events - Fozzy's Bar &amp; Restaurant, Spring Hill","/events/","Here's how this promo works…. Starting at 6pm everyone will receive 1 ticket who's 21 and older. Every 30 minutes we hand out 1 additional ticket till 7:30pm. Read more","Events - Fozzy's Bar &amp; Restaurant, Spring Hill",
Keyword,Volume,CPC,inTITLE,inURL,"3",
"fozzy's carol stream",="480",="0.00",="",="",
"events in spring hill tn",="70",="0.64",="",="",
"fozzie's hours",="30",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Promotional Events – Fozzy's Bar &amp; Restaurant, Spring Hill","Promotional Events – Fozzy's Bar &amp; Restaurant, Spring Hill","/promotional-events/","1. The Boyband Battle Music Bingo – Ladies Night. Read more","Promotional Events – Fozzy's Bar &amp; Restaurant, Spring Hill",
Keyword,Volume,CPC,inTITLE,inURL,"12",
"fozzy bar",="260",="2.02",="",="",
"fozzy's bar",="260",="2.02",="",="",
"fozzy's bar and grill carol stream",="170",="0.00",="",="",
"singo near me tonight",="110",="0.00",="",="",
"fozzy's bar &amp; grill",="90",="0.13",="",="",
"lighthouse meats spring hill tn",="50",="0.00",="",="",
"singo bingo near me tonight",="50",="0.00",="",="",
"singo nashville",="50",="0.00",="",="",
"bingo or trivia near me tonight",="40",="0.00",="",="",
"fozzy's bar &amp; grill spring hill upcoming events",="30",="0.04",="",="",
"free singo near me tonight",="30",="0.00",="",="",
"music bingo nashville",="30",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Daily Specials – Fozzy's Bar &amp; Restaurant, Spring Hill","Daily Specials – Fozzy's Bar &amp; Restaurant, Spring Hill","/daily-specials/","Happy Hour · Mon - Fri 2pm - 7pm · 1/2 Price Beer (Draft, Bottle &amp; Craft) 16oz Double Mix Drinks For Single Price $5 House Wines $6 16oz Foz 30's · $8 Select ... Read more","Daily Specials – Fozzy's Bar &amp; Restaurant, Spring Hill",
Keyword,Volume,CPC,inTITLE,inURL,"5",
"fozzys bar",="260",="2.02",="",="",
"fozzies bar",="70",="1.25",="",="",
"anduzzi's happy hour",="50",="0.00",="",="",
"anduzzis happy hour",="50",="0.00",="",="",
"weekly special menu",="50",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Table-QR-Menu – Fozzy's Bar &amp; Restaurant, Spring Hill","Table-QR-Menu – Fozzy's Bar &amp; Restaurant, Spring Hill","/table-qr-menu/","Click To View Our Different Food &amp; Drink Menus · Main Menu + Kids Menu · Late Night Menu · Beer Menu · Catering Menu. Read more","Table-QR-Menu – Fozzy's Bar &amp; Restaurant, Spring Hill",
Keyword,Volume,CPC,inTITLE,inURL,"3",
"fozzy's bar and grill carol stream menu",="170",="0.00",="",="",
"fozzy's bar &amp; grill franklin menu",="140",="0.66",="",="",
"fozzys loves park",="90",="1.52",="",="",

Group,Title,URL,DESC,H1,
"Fozzy's Catering We Bring the Party to You","Fozzy's Catering We Bring the Party to You","/catering-fozzys-spring-hill/","Includes: Taco and nacho bar with shredded chicken, ground beef, shells, nacho chips, white queso, and all the fixings. Read more","Fozzy's Catering We Bring the Party to You",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"catering spring hill fl",="110",="2.54",="",="",

Group,Title,URL,DESC,H1,
"5 Star Review – Fozzy's Bar &amp; Restaurant, Spring Hill","5 Star Review – Fozzy's Bar &amp; Restaurant, Spring Hill","/5-star-review/","We're Glad You're Having A Great Experience! Please Click The Button Below To Leave A 5 Star review! Leave 5 Star Google Review. Thank You For Your Support! Read more","5 Star Review – Fozzy's Bar &amp; Restaurant, Spring Hill",
Keyword,Volume,CPC,inTITLE,inURL,"2",
"fozzy's bar &amp; grill franklin reviews",="110",="0.00",="",="",
"fozzy's bar &amp; grill spring hill reviews",="90",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Catering Menu","Catering Menu","/catering-menu/","Cater in your favorites from Fozzy's! Wings, wraps, salads, buffalo dip, taco &amp; nacho bars, taste of Italy, and more! Read more","Catering Menu",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"spring hill catering",="110",="2.54",="",="",

Group,Title,URL,DESC,H1,
"Stranger Things Themed Trivia","Stranger Things Themed Trivia","/events/stranger-things-themed-trivia/","On November 25th at 6pm, we're throwing down a trivia night at Fozzys that you won't want to miss. What makes it so unique and special? We've got music ... Read more","Stranger Things Themed Trivia",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"stranger things trivia near me",="90",="35.49",="",="",

Group,Title,URL,DESC,H1,
"Live Music With Backlit","Live Music With Backlit","/events/live-music-with-backlit/","BACKLIT is a Middle, Tennessee based cover band that started in 2009 with the sole purpose of doing what the collective members, Jason, Mike, Russ, and Steve ... Read more","Live Music With Backlit",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"backlit band",="50",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Live Music With Zone Status","Live Music With Zone Status","/events/live-music-with-zone-status-9/","May 3, 2024 — Zone Status plays a wide variety of music from multiple genres including classic rock, country, and dance, spanning from the 1970's to ... Read more","Live Music With Zone Status",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"zone status band",="40",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Meat Raffle w/ Lighthouse Meats","Meat Raffle w/ Lighthouse Meats","/events/meat-raffle/","Want to win some delicious cuts of meat from one of Spring Hill's best butcher shops! Join us every Saturday from 2-4pm for a chance to win steaks, chops, ... Read more","Meat Raffle w/ Lighthouse Meats",
Keyword,Volume,CPC,inTITLE,inURL,"2",
"best meat raffle near me this weekend",="30",="0.00",="",="",
"best meat raffles near me this weekend",="30",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Featured Menu – Fozzy's Bar &amp; Restaurant, Spring Hill","Featured Menu – Fozzy's Bar &amp; Restaurant, Spring Hill","/featured-menu/","Home; Menus. Main Menu · Featured Menu · Catering Menu · Drink Menu · Brunch Menu · Lunch Menu · Late Night Menu · Beer Menu · Specials · Events. Read more","Featured Menu – Fozzy's Bar &amp; Restaurant, Spring Hill",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"hizzy bar and restaurant menu",="30",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Live Music With Martin Lane Duo","Live Music With Martin Lane Duo","/events/live-music-with-martin-lane-duo/","Martin Lane is an acoustic duo specializing in classic rock, 90's country and sing-along music. They have a vast repertoire of laid-back dinner music ... Read more","Live Music With Martin Lane Duo",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"martin lane music",="30",="0.00",="",="",

Group,Title,URL,DESC,H1,
"Live Music With Wentzel Brothers Band","Live Music With Wentzel Brothers Band","/events/live-music-with-wentzel-brothers-band-2/","The Wentzel Brothers Band is a Southern Rock Band from Chapel Hill,TN who's unique take on a familiar sound, along with their creative, yet direct style puts ... Read more","Live Music With Wentzel Brothers Band",
Keyword,Volume,CPC,inTITLE,inURL,"1",
"wentzel brothers band",="20",="0.00",="",="",
